producto;color;msg
251-DIDOA;IVOIRE M;0.0 productes de 1782 a 803
251-DIDOA;IVOIRE M;0.0 productes de 2020 a 803
251-DIDOA;IVOIRE M;Receptor 803 sin posibilidad de enviarle stock
251-DIDOA;IVOIRE M;0.0 productes de 805 a 857
251-DIDOA;IVOIRE M;0.0 productes de 840 a 857
251-DIDOA;IVOIRE M;0.0 productes de 2020 a 857
251-DIDOA;IVOIRE M;0.0 productes de 1782 a 857
251-DIDOA;IVOIRE M;Receptor 857 sin posibilidad de enviarle stock
251-DIDOA;IVOIRE M;0.0 productes de 840 a 845
251-DIDOA;IVOIRE M;0.0 productes de 805 a 845
251-DIDOA;IVOIRE M;0.0 productes de 1782 a 845
251-DIDOA;IVOIRE M;0.0 productes de 2020 a 845
251-DIDOA;IVOIRE M;Receptor 845 sin posibilidad de enviarle stock
261-DCRUISE;PRAIRIE M;INICIO EVALUACIÓN
261-DCRUISE;PRAIRIE M;35 pares generados
261-DCRUISE;PRAIRIE M;5.0 productes de 801 a 803
261-DCRUISE;PRAIRIE M;Emisor 801 rebutjat. Supera cobertura máxima
261-DCRUISE;PRAIRIE M;5.0 productes de 2094 a 803
261-DCRUISE;PRAIRIE M;Emisor 2094 rebutjat. Supera cobertura máxima
261-DCRUISE;PRAIRIE M;4.0 productes de 1782 a 803
261-DCRUISE;PRAIRIE M;Emisor 1782 rebutjat. Supera cobertura máxima
261-DCRUISE;PRAIRIE M;4.0 productes de 832 a 803
261-DCRUISE;PRAIRIE M;Emisor 832 rebutjat. Supera cobertura máxima
261-DCRUISE;PRAIRIE M;4.0 productes de 869 a 803
261-DCRUISE;PRAIRIE M;Emisor 869 rebutjat. Supera cobertura máxima
261-DCRUISE;PRAIRIE M;Receptor 803 sin posibilidad de enviarle stock
261-DCRUISE;PRAIRIE M;5.0 productes de 801 a 805
261-DCRUISE;PRAIRIE M;Emisor 801 acceptat
261-DCRUISE;PRAIRIE M;5.0 productes de 2094 a 805
261-DCRUISE;PRAIRIE M;Emisor 2094 rebutjat. Supera cobertura máxima
261-DCRUISE;PRAIRIE M;4.0 productes de 832 a 805
261-DCRUISE;PRAIRIE M;Emisor 832 rebutjat. Supera cobertura máxima
261-DCRUISE;PRAIRIE M;4.0 productes de 1782 a 805
261-DCRUISE;PRAIRIE M;Emisor 1782 rebutjat. Supera cobertura máxima
261-DCRUISE;PRAIRIE M;4.0 productes de 869 a 805
261-DCRUISE;PRAIRIE M;Emisor 869 rebutjat. Supera cobertura máxima
261-DCRUISE;PRAIRIE M;5.0 productes de 2094 a 845
261-DCRUISE;PRAIRIE M;Emisor 2094 acceptat
261-DCRUISE;PRAIRIE M;0.0 productes de 801 a 845
261-DCRUISE;PRAIRIE M;4.0 productes de 832 a 845
261-DCRUISE;PRAIRIE M;Emisor 832 rebutjat. Supera cobertura máxima
261-DCRUISE;PRAIRIE M;4.0 productes de 1782 a 845
261-DCRUISE;PRAIRIE M;Emisor 1782 rebutjat. Supera cobertura máxima
261-DCRUISE;PRAIRIE M;4.0 productes de 869 a 845
261-DCRUISE;PRAIRIE M;Emisor 869 rebutjat. Supera cobertura máxima
261-DCRUISE;PRAIRIE M;0.0 productes de 2094 a 2020
261-DCRUISE;PRAIRIE M;0.0 productes de 801 a 2020
261-DCRUISE;PRAIRIE M;4.0 productes de 832 a 2020
261-DCRUISE;PRAIRIE M;Emisor 832 acceptat
261-DCRUISE;PRAIRIE M;4.0 productes de 1782 a 2020
261-DCRUISE;PRAIRIE M;Emisor 1782 rebutjat. Supera cobertura máxima
261-DCRUISE;PRAIRIE M;4.0 productes de 869 a 2020
261-DCRUISE;PRAIRIE M;Emisor 869 rebutjat. Supera cobertura máxima
261-DCRUISE;PRAIRIE M;0.0 productes de 801 a 806
261-DCRUISE;PRAIRIE M;0.0 productes de 2094 a 806
261-DCRUISE;PRAIRIE M;0.0 productes de 832 a 806
261-DCRUISE;PRAIRIE M;4.0 productes de 1782 a 806
261-DCRUISE;PRAIRIE M;Emisor 1782 acceptat
261-DCRUISE;PRAIRIE M;Cobertura máxima assolida per receptor 806
261-DCRUISE;PRAIRIE M;0.0 productes de 2094 a 840
261-DCRUISE;PRAIRIE M;0.0 productes de 801 a 840
261-DCRUISE;PRAIRIE M;0.0 productes de 832 a 840
261-DCRUISE;PRAIRIE M;0.0 productes de 1782 a 840
261-DCRUISE;PRAIRIE M;4.0 productes de 869 a 840
261-DCRUISE;PRAIRIE M;Emisor 869 rebutjat. Supera cobertura máxima
261-DCRUISE;PRAIRIE M;Receptor 840 sin posibilidad de enviarle stock
261-DCRUISE;PRAIRIE M;0.0 productes de 801 a 857
261-DCRUISE;PRAIRIE M;0.0 productes de 2094 a 857
261-DCRUISE;PRAIRIE M;0.0 productes de 832 a 857
261-DCRUISE;PRAIRIE M;0.0 productes de 1782 a 857
261-DCRUISE;PRAIRIE M;4.0 productes de 869 a 857
261-DCRUISE;PRAIRIE M;Emisor 869 rebutjat. Supera cobertura máxima
261-DCRUISE;PRAIRIE M;Receptor 857 sin posibilidad de enviarle stock
261-MTONIZA;OFF WHITE/NOIR;INICIO EVALUACIÓN
261-MTONIZA;OFF WHITE/NOIR;20 pares generados
261-MTONIZA;OFF WHITE/NOIR;6.0 productes de 801 a 805
261-MTONIZA;OFF WHITE/NOIR;Emisor 801 acceptat
261-MTONIZA;OFF WHITE/NOIR;Cobertura máxima assolida per receptor 805
261-MTONIZA;OFF WHITE/NOIR;0.0 productes de 801 a 803
261-MTONIZA;OFF WHITE/NOIR;4.0 productes de 840 a 803
261-MTONIZA;OFF WHITE/NOIR;Emisor 840 acceptat
261-MTONIZA;OFF WHITE/NOIR;Cobertura máxima assolida per receptor 803
261-MTONIZA;OFF WHITE/NOIR;0.0 productes de 801 a 806
261-MTONIZA;OFF WHITE/NOIR;0.0 productes de 840 a 806
261-MTONIZA;OFF WHITE/NOIR;Receptor 806 sin posibilidad de enviarle stock
261-MTONIZA;OFF WHITE/NOIR;0.0 productes de 801 a 832
261-MTONIZA;OFF WHITE/NOIR;0.0 productes de 840 a 832
261-MTONIZA;OFF WHITE/NOIR;Receptor 832 sin posibilidad de enviarle stock
261-MTONIZA;OFF WHITE/NOIR;0.0 productes de 801 a 2094
261-MTONIZA;OFF WHITE/NOIR;0.0 productes de 840 a 2094
261-MTONIZA;OFF WHITE/NOIR;Receptor 2094 sin posibilidad de enviarle stock
261-MTONIZA;OFF WHITE/NOIR;0.0 productes de 801 a 1782
261-MTONIZA;OFF WHITE/NOIR;0.0 productes de 840 a 1782
261-MTONIZA;OFF WHITE/NOIR;Receptor 1782 sin posibilidad de enviarle stock
261-MTONIZA;OFF WHITE/NOIR;0.0 productes de 801 a 845
261-MTONIZA;OFF WHITE/NOIR;0.0 productes de 840 a 845
261-MTONIZA;OFF WHITE/NOIR;Receptor 845 sin posibilidad de enviarle stock
261-MTONIZA;OFF WHITE/NOIR;0.0 productes de 801 a 2020
261-MTONIZA;OFF WHITE/NOIR;0.0 productes de 840 a 2020
261-MTONIZA;OFF WHITE/NOIR;Receptor 2020 sin posibilidad de enviarle stock
261-MTONIZA;OFF WHITE/NOIR;0.0 productes de 801 a 869
261-MTONIZA;OFF WHITE/NOIR;0.0 productes de 840 a 869
261-MTONIZA;OFF WHITE/NOIR;Receptor 869 sin posibilidad de enviarle stock
261-MTONIZA;OFF WHITE/NOIR;0.0 productes de 801 a 857
261-MTONIZA;OFF WHITE/NOIR;0.0 productes de 840 a 857
261-MTONIZA;OFF WHITE/NOIR;Receptor 857 sin posibilidad de enviarle stock
261-DNAVY;MARINE/OFF WHITE;INICIO EVALUACIÓN
261-DNAVY;MARINE/OFF WHITE;20 pares generados
261-DNAVY;MARINE/OFF WHITE;12.0 productes de 803 a 869
261-DNAVY;MARINE/OFF WHITE;Emisor 803 rebutjat. Supera cobertura máxima
261-DNAVY;MARINE/OFF WHITE;3.0 productes de 1782 a 869
261-DNAVY;MARINE/OFF WHITE;Emisor 1782 acceptat
261-DNAVY;MARINE/OFF WHITE;12.0 productes de 803 a 857
261-DNAVY;MARINE/OFF WHITE;Emisor 803 rebutjat. Supera cobertura máxima
261-DNAVY;MARINE/OFF WHITE;0.0 productes de 1782 a 857
261-DNAVY;MARINE/OFF WHITE;Receptor 857 sin posibilidad de enviarle stock
261-DNAVY;MARINE/OFF WHITE;12.0 productes de 803 a 801
261-DNAVY;MARINE/OFF WHITE;Emisor 803 rebutjat. Supera cobertura máxima
261-DNAVY;MARINE/OFF WHITE;0.0 productes de 1782 a 801
261-DNAVY;MARINE/OFF WHITE;Receptor 801 sin posibilidad de enviarle stock
261-DNAVY;MARINE/OFF WHITE;12.0 productes de 803 a 845
261-DNAVY;MARINE/OFF WHITE;Emisor 803 rebutjat. Supera cobertura máxima
261-DNAVY;MARINE/OFF WHITE;0.0 productes de 1782 a 845
261-DNAVY;MARINE/OFF WHITE;Receptor 845 sin posibilidad de enviarle stock
261-DNAVY;MARINE/OFF WHITE;12.0 productes de 803 a 2094
261-DNAVY;MARINE/OFF WHITE;Emisor 803 rebutjat. Supera cobertura máxima
261-DNAVY;MARINE/OFF WHITE;0.0 productes de 1782 a 2094
261-DNAVY;MARINE/OFF WHITE;Receptor 2094 sin posibilidad de enviarle stock
261-DNAVY;MARINE/OFF WHITE;12.0 productes de 803 a 832
261-DNAVY;MARINE/OFF WHITE;Emisor 803 rebutjat. Supera cobertura máxima
261-DNAVY;MARINE/OFF WHITE;0.0 productes de 1782 a 832
261-DNAVY;MARINE/OFF WHITE;Receptor 832 sin posibilidad de enviarle stock
261-DNAVY;MARINE/OFF WHITE;12.0 productes de 803 a 805
261-DNAVY;MARINE/OFF WHITE;Emisor 803 rebutjat. Supera cobertura máxima
261-DNAVY;MARINE/OFF WHITE;0.0 productes de 1782 a 805
261-DNAVY;MARINE/OFF WHITE;Receptor 805 sin posibilidad de enviarle stock
261-DNAVY;MARINE/OFF WHITE;12.0 productes de 803 a 2020
261-DNAVY;MARINE/OFF WHITE;Emisor 803 rebutjat. Supera cobertura máxima
261-DNAVY;MARINE/OFF WHITE;0.0 productes de 1782 a 2020
261-DNAVY;MARINE/OFF WHITE;Receptor 2020 sin posibilidad de enviarle stock
261-DNAVY;MARINE/OFF WHITE;12.0 productes de 803 a 806
261-DNAVY;MARINE/OFF WHITE;Emisor 803 rebutjat. Supera cobertura máxima
261-DNAVY;MARINE/OFF WHITE;0.0 productes de 1782 a 806
261-DNAVY;MARINE/OFF WHITE;Receptor 806 sin posibilidad de enviarle stock
261-DNAVY;MARINE/OFF WHITE;12.0 productes de 803 a 840
261-DNAVY;MARINE/OFF WHITE;Emisor 803 rebutjat. Supera cobertura máxima
261-DNAVY;MARINE/OFF WHITE;0.0 productes de 1782 a 840
261-DNAVY;MARINE/OFF WHITE;Receptor 840 sin posibilidad de enviarle stock
261-DSOLEIL;OFF WHITE M;INICIO EVALUACIÓN
261-DSOLEIL;OFF WHITE M;20 pares generados
261-DSOLEIL;OFF WHITE M;4.0 productes de 832 a 801
261-DSOLEIL;OFF WHITE M;Emisor 832 acceptat
261-DSOLEIL;OFF WHITE M;4.0 productes de 2020 a 801
261-DSOLEIL;OFF WHITE M;Emisor 2020 rebutjat. Supera cobertura máxima
261-DSOLEIL;OFF WHITE M;0.0 productes de 832 a 803
261-DSOLEIL;OFF WHITE M;4.0 productes de 2020 a 803
261-DSOLEIL;OFF WHITE M;Emisor 2020 acceptat
261-DSOLEIL;OFF WHITE M;Cobertura máxima assolida per receptor 803
261-DSOLEIL;OFF WHITE M;0.0 productes de 2020 a 857
261-DSOLEIL;OFF WHITE M;0.0 productes de 832 a 857
261-DSOLEIL;OFF WHITE M;Receptor 857 sin posibilidad de enviarle stock
261-DSOLEIL;OFF WHITE M;0.0 productes de 832 a 806
261-DSOLEIL;OFF WHITE M;0.0 productes de 2020 a 806
261-DSOLEIL;OFF WHITE M;Receptor 806 sin posibilidad de enviarle stock
261-DSOLEIL;OFF WHITE M;0.0 productes de 832 a 805
261-DSOLEIL;OFF WHITE M;0.0 productes de 2020 a 805
261-DSOLEIL;OFF WHITE M;Receptor 805 sin posibilidad de enviarle stock
261-DSOLEIL;OFF WHITE M;0.0 productes de 832 a 1782
261-DSOLEIL;OFF WHITE M;0.0 productes de 2020 a 1782
261-DSOLEIL;OFF WHITE M;Receptor 1782 sin posibilidad de enviarle stock
261-DSOLEIL;OFF WHITE M;0.0 productes de 832 a 840
261-DSOLEIL;OFF WHITE M;0.0 productes de 2020 a 840
261-DSOLEIL;OFF WHITE M;Receptor 840 sin posibilidad de enviarle stock
261-DSOLEIL;OFF WHITE M;0.0 productes de 832 a 869
261-DSOLEIL;OFF WHITE M;0.0 productes de 2020 a 869
261-DSOLEIL;OFF WHITE M;Receptor 869 sin posibilidad de enviarle stock
261-DSOLEIL;OFF WHITE M;0.0 productes de 832 a 845
261-DSOLEIL;OFF WHITE M;0.0 productes de 2020 a 845
261-DSOLEIL;OFF WHITE M;Receptor 845 sin posibilidad de enviarle stock
261-DSOLEIL;OFF WHITE M;0.0 productes de 832 a 2094
261-DSOLEIL;OFF WHITE M;0.0 productes de 2020 a 2094
261-DSOLEIL;OFF WHITE M;Receptor 2094 sin posibilidad de enviarle stock
251-RISSAL;NAVAL ACADEMY;INICIO EVALUACIÓN
251-RISSAL;NAVAL ACADEMY;10 pares generados
251-RISSAL;NAVAL ACADEMY;5.0 productes de 2020 a 806
251-RISSAL;NAVAL ACADEMY;Emisor 2020 acceptat
251-RISSAL;NAVAL ACADEMY;Cobertura máxima assolida per receptor 806
251-RISSAL;NAVAL ACADEMY;0.0 productes de 2020 a 832
251-RISSAL;NAVAL ACADEMY;Receptor 832 sin posibilidad de enviarle stock
251-RISSAL;NAVAL ACADEMY;0.0 productes de 2020 a 2094
251-RISSAL;NAVAL ACADEMY;Receptor 2094 sin posibilidad de enviarle stock
251-RISSAL;NAVAL ACADEMY;0.0 productes de 2020 a 845
251-RISSAL;NAVAL ACADEMY;Receptor 845 sin posibilidad de enviarle stock
251-RISSAL;NAVAL ACADEMY;0.0 productes de 2020 a 869
251-RISSAL;NAVAL ACADEMY;Receptor 869 sin posibilidad de enviarle stock
251-RISSAL;NAVAL ACADEMY;0.0 productes de 2020 a 840
251-RISSAL;NAVAL ACADEMY;Receptor 840 sin posibilidad de enviarle stock
251-RISSAL;NAVAL ACADEMY;0.0 productes de 2020 a 857
251-RISSAL;NAVAL ACADEMY;Receptor 857 sin posibilidad de enviarle stock
251-RISSAL;NAVAL ACADEMY;0.0 productes de 2020 a 801
251-RISSAL;NAVAL ACADEMY;Receptor 801 sin posibilidad de enviarle stock
251-RISSAL;NAVAL ACADEMY;0.0 productes de 2020 a 805
251-RISSAL;NAVAL ACADEMY;Receptor 805 sin posibilidad de enviarle stock
251-RISSAL;NAVAL ACADEMY;0.0 productes de 2020 a 1782
251-RISSAL;NAVAL ACADEMY;Receptor 1782 sin posibilidad de enviarle stock
251-DALBA;OFF WHITE M;INICIO EVALUACIÓN
251-DALBA;OFF WHITE M;27 pares generados
251-DALBA;OFF WHITE M;6.0 productes de 832 a 806
251-DALBA;OFF WHITE M;Emisor 832 rebutjat. Supera cobertura máxima
251-DALBA;OFF WHITE M;3.0 productes de 805 a 806
251-DALBA;OFF WHITE M;Emisor 805 acceptat
251-DALBA;OFF WHITE M;2.0 productes de 2020 a 806
251-DALBA;OFF WHITE M;Emisor 2020 acceptat
251-DALBA;OFF WHITE M;Cobertura máxima assolida per receptor 806
251-DALBA;OFF WHITE M;6.0 productes de 832 a 801
251-DALBA;OFF WHITE M;Emisor 832 rebutjat. Supera cobertura máxima
251-DALBA;OFF WHITE M;0.0 productes de 805 a 801
251-DALBA;OFF WHITE M;0.0 productes de 2020 a 801
251-DALBA;OFF WHITE M;Receptor 801 sin posibilidad de enviarle stock
251-DALBA;OFF WHITE M;6.0 productes de 832 a 803
251-DALBA;OFF WHITE M;Emisor 832 rebutjat. Supera cobertura máxima
251-DALBA;OFF WHITE M;0.0 productes de 805 a 803
251-DALBA;OFF WHITE M;0.0 productes de 2020 a 803
251-DALBA;OFF WHITE M;Receptor 803 sin posibilidad de enviarle stock
251-DALBA;OFF WHITE M;6.0 productes de 832 a 857
251-DALBA;OFF WHITE M;Emisor 832 rebutjat. Supera cobertura máxima
251-DALBA;OFF WHITE M;0.0 productes de 805 a 857
251-DALBA;OFF WHITE M;0.0 productes de 2020 a 857
251-DALBA;OFF WHITE M;Receptor 857 sin posibilidad de enviarle stock
251-DALBA;OFF WHITE M;6.0 productes de 832 a 845
251-DALBA;OFF WHITE M;Emisor 832 acceptat
251-DALBA;OFF WHITE M;0.0 productes de 805 a 845
251-DALBA;OFF WHITE M;0.0 productes de 2020 a 845
251-DALBA;OFF WHITE M;0.0 productes de 832 a 1782
251-DALBA;OFF WHITE M;0.0 productes de 805 a 1782
251-DALBA;OFF WHITE M;0.0 productes de 2020 a 1782
251-DALBA;OFF WHITE M;Receptor 1782 sin posibilidad de enviarle stock
251-DALBA;OFF WHITE M;0.0 productes de 832 a 2094
251-DALBA;OFF WHITE M;0.0 productes de 805 a 2094
251-DALBA;OFF WHITE M;0.0 productes de 2020 a 2094
251-DALBA;OFF WHITE M;Receptor 2094 sin posibilidad de enviarle stock
251-DALBA;OFF WHITE M;0.0 productes de 832 a 869
251-DALBA;OFF WHITE M;0.0 productes de 805 a 869
251-DALBA;OFF WHITE M;0.0 productes de 2020 a 869
251-DALBA;OFF WHITE M;Receptor 869 sin posibilidad de enviarle stock
251-DALBA;OFF WHITE M;0.0 productes de 832 a 840
251-DALBA;OFF WHITE M;0.0 productes de 805 a 840
251-DALBA;OFF WHITE M;0.0 productes de 2020 a 840
251-DALBA;OFF WHITE M;Receptor 840 sin posibilidad de enviarle stock
261-MINO;PALE BANANA;INICIO EVALUACIÓN
261-MINO;PALE BANANA;35 pares generados
261-MINO;PALE BANANA;5.0 productes de 1782 a 803
261-MINO;PALE BANANA;Emisor 1782 acceptat
261-MINO;PALE BANANA;5.0 productes de 840 a 803
261-MINO;PALE BANANA;Emisor 840 rebutjat. Supera cobertura máxima
261-MINO;PALE BANANA;4.0 productes de 801 a 803
261-MINO;PALE BANANA;Emisor 801 rebutjat. Supera cobertura máxima
261-MINO;PALE BANANA;4.0 productes de 869 a 803
261-MINO;PALE BANANA;Emisor 869 rebutjat. Supera cobertura máxima
261-MINO;PALE BANANA;4.0 productes de 2020 a 803
261-MINO;PALE BANANA;Emisor 2020 rebutjat. Supera cobertura máxima
261-MINO;PALE BANANA;5.0 productes de 840 a 2094
261-MINO;PALE BANANA;Emisor 840 acceptat
261-MINO;PALE BANANA;0.0 productes de 1782 a 2094
261-MINO;PALE BANANA;4.0 productes de 801 a 2094
261-MINO;PALE BANANA;Emisor 801 rebutjat. Supera cobertura máxima
261-MINO;PALE BANANA;4.0 productes de 869 a 2094
261-MINO;PALE BANANA;Emisor 869 rebutjat. Supera cobertura máxima
261-MINO;PALE BANANA;4.0 productes de 2020 a 2094
261-MINO;PALE BANANA;Emisor 2020 rebutjat. Supera cobertura máxima
261-MINO;PALE BANANA;0.0 productes de 1782 a 857
261-MINO;PALE BANANA;0.0 productes de 840 a 857
261-MINO;PALE BANANA;4.0 productes de 2020 a 857
261-MINO;PALE BANANA;Emisor 2020 acceptat
261-MINO;PALE BANANA;4.0 productes de 801 a 857
261-MINO;PALE BANANA;Emisor 801 rebutjat. Supera cobertura máxima
261-MINO;PALE BANANA;4.0 productes de 869 a 857
261-MINO;PALE BANANA;Emisor 869 rebutjat. Supera cobertura máxima
261-MINO;PALE BANANA;0.0 productes de 1782 a 832
261-MINO;PALE BANANA;0.0 productes de 840 a 832
261-MINO;PALE BANANA;4.0 productes de 801 a 832
261-MINO;PALE BANANA;Emisor 801 rebutjat. Supera cobertura máxima
261-MINO;PALE BANANA;4.0 productes de 869 a 832
261-MINO;PALE BANANA;Emisor 869 rebutjat. Supera cobertura máxima
261-MINO;PALE BANANA;0.0 productes de 2020 a 832
261-MINO;PALE BANANA;Receptor 832 sin posibilidad de enviarle stock
261-MINO;PALE BANANA;0.0 productes de 1782 a 805
261-MINO;PALE BANANA;0.0 productes de 840 a 805
261-MINO;PALE BANANA;4.0 productes de 801 a 805
261-MINO;PALE BANANA;Emisor 801 acceptat
261-MINO;PALE BANANA;4.0 productes de 869 a 805
261-MINO;PALE BANANA;Emisor 869 rebutjat. Supera cobertura máxima
261-MINO;PALE BANANA;0.0 productes de 2020 a 805
261-MINO;PALE BANANA;0.0 productes de 840 a 845
261-MINO;PALE BANANA;0.0 productes de 1782 a 845
261-MINO;PALE BANANA;0.0 productes de 801 a 845
261-MINO;PALE BANANA;4.0 productes de 869 a 845
261-MINO;PALE BANANA;Emisor 869 acceptat
261-MINO;PALE BANANA;0.0 productes de 2020 a 845
261-MINO;PALE BANANA;0.0 productes de 1782 a 806
261-MINO;PALE BANANA;0.0 productes de 840 a 806
261-MINO;PALE BANANA;0.0 productes de 801 a 806
261-MINO;PALE BANANA;0.0 productes de 869 a 806
261-MINO;PALE BANANA;0.0 productes de 2020 a 806
261-MINO;PALE BANANA;Receptor 806 sin posibilidad de enviarle stock
261-RLOLITA;MULTICO;INICIO EVALUACIÓN
261-RLOLITA;MULTICO;27 pares generados
261-RLOLITA;MULTICO;5.0 productes de 1782 a 832
261-RLOLITA;MULTICO;Emisor 1782 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;5.0 productes de 840 a 832
261-RLOLITA;MULTICO;Emisor 840 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;5.0 productes de 2020 a 832
261-RLOLITA;MULTICO;Emisor 2020 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;Receptor 832 sin posibilidad de enviarle stock
261-RLOLITA;MULTICO;5.0 productes de 1782 a 803
261-RLOLITA;MULTICO;Emisor 1782 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;5.0 productes de 840 a 803
261-RLOLITA;MULTICO;Emisor 840 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;5.0 productes de 2020 a 803
261-RLOLITA;MULTICO;Emisor 2020 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;Receptor 803 sin posibilidad de enviarle stock
261-RLOLITA;MULTICO;5.0 productes de 1782 a 806
261-RLOLITA;MULTICO;Emisor 1782 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;5.0 productes de 840 a 806
261-RLOLITA;MULTICO;Emisor 840 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;5.0 productes de 2020 a 806
261-RLOLITA;MULTICO;Emisor 2020 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;Receptor 806 sin posibilidad de enviarle stock
261-RLOLITA;MULTICO;5.0 productes de 840 a 845
261-RLOLITA;MULTICO;Emisor 840 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;5.0 productes de 1782 a 845
261-RLOLITA;MULTICO;Emisor 1782 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;5.0 productes de 2020 a 845
261-RLOLITA;MULTICO;Emisor 2020 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;Receptor 845 sin posibilidad de enviarle stock
261-RLOLITA;MULTICO;5.0 productes de 840 a 801
261-RLOLITA;MULTICO;Emisor 840 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;5.0 productes de 1782 a 801
261-RLOLITA;MULTICO;Emisor 1782 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;5.0 productes de 2020 a 801
261-RLOLITA;MULTICO;Emisor 2020 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;Receptor 801 sin posibilidad de enviarle stock
261-RLOLITA;MULTICO;5.0 productes de 1782 a 805
261-RLOLITA;MULTICO;Emisor 1782 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;5.0 productes de 840 a 805
261-RLOLITA;MULTICO;Emisor 840 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;5.0 productes de 2020 a 805
261-RLOLITA;MULTICO;Emisor 2020 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;Receptor 805 sin posibilidad de enviarle stock
261-RLOLITA;MULTICO;5.0 productes de 1782 a 869
261-RLOLITA;MULTICO;Emisor 1782 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;5.0 productes de 840 a 869
261-RLOLITA;MULTICO;Emisor 840 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;5.0 productes de 2020 a 869
261-RLOLITA;MULTICO;Emisor 2020 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;Receptor 869 sin posibilidad de enviarle stock
261-RLOLITA;MULTICO;5.0 productes de 2020 a 857
261-RLOLITA;MULTICO;Emisor 2020 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;5.0 productes de 1782 a 857
261-RLOLITA;MULTICO;Emisor 1782 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;5.0 productes de 840 a 857
261-RLOLITA;MULTICO;Emisor 840 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;Receptor 857 sin posibilidad de enviarle stock
261-RLOLITA;MULTICO;5.0 productes de 840 a 2094
261-RLOLITA;MULTICO;Emisor 840 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;5.0 productes de 1782 a 2094
261-RLOLITA;MULTICO;Emisor 1782 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;5.0 productes de 2020 a 2094
261-RLOLITA;MULTICO;Emisor 2020 rebutjat. Supera cobertura máxima
261-RLOLITA;MULTICO;Receptor 2094 sin posibilidad de enviarle stock
261-DIFAINE;IVOIRE/NOIR;INICIO EVALUACIÓN
261-DIFAINE;IVOIRE/NOIR;24 pares generados
261-DIFAINE;IVOIRE/NOIR;7.0 productes de 840 a 845
261-DIFAINE;IVOIRE/NOIR;Emisor 840 acceptat
261-DIFAINE;IVOIRE/NOIR;Cobertura máxima assolida per receptor 845
261-DIFAINE;IVOIRE/NOIR;7.0 productes de 803 a 805
261-DIFAINE;IVOIRE/NOIR;Emisor 803 rebutjat. Supera cobertura máxima
261-DIFAINE;IVOIRE/NOIR;0.0 productes de 840 a 805
261-DIFAINE;IVOIRE/NOIR;6.0 productes de 832 a 805
261-DIFAINE;IVOIRE/NOIR;Emisor 832 rebutjat. Supera cobertura máxima
261-DIFAINE;IVOIRE/NOIR;5.0 productes de 2020 a 805
261-DIFAINE;IVOIRE/NOIR;Emisor 2020 acceptat
261-DIFAINE;IVOIRE/NOIR;Cobertura máxima assolida per receptor 805
261-DIFAINE;IVOIRE/NOIR;7.0 productes de 803 a 869
261-DIFAINE;IVOIRE/NOIR;Emisor 803 rebutjat. Supera cobertura máxima
261-DIFAINE;IVOIRE/NOIR;0.0 productes de 840 a 869
261-DIFAINE;IVOIRE/NOIR;6.0 productes de 832 a 869
261-DIFAINE;IVOIRE/NOIR;Emisor 832 rebutjat. Supera cobertura máxima
261-DIFAINE;IVOIRE/NOIR;0.0 productes de 2020 a 869
261-DIFAINE;IVOIRE/NOIR;4.0 productes de 1782 a 869
261-DIFAINE;IVOIRE/NOIR;Emisor 1782 rebutjat. Supera cobertura máxima
261-DIFAINE;IVOIRE/NOIR;4.0 productes de 2094 a 869
261-DIFAINE;IVOIRE/NOIR;Emisor 2094 rebutjat. Supera cobertura máxima
261-DIFAINE;IVOIRE/NOIR;Receptor 869 sin posibilidad de enviarle stock
